H/W path           Device      Class      Description
=====================================================
                               system     VMware Virtual Platform
/0/3a/77                       memory     DIMM [empty]
/0/3a/78                       memory     DIMM [empty]
/0/3a/79                       memory     DIMM [empty]
/0/3a/7a                       memory     DIMM [empty]
/0/3a/7b                       memory     DIMM [empty]
/0/3a/7c                       memory     DIMM [empty]
/0/3a/7d                       memory     DIMM [empty]
/0/3a/7e                       memory     DIMM [empty]
/0/3a/7f                       memory     DIMM [empty]
/0/100                         bridge     440BX/ZX/DX - 82443BX/ZX/DX Host bridge
/0/100/1                       bridge     440BX/ZX/DX - 82443BX/ZX/DX AGP bridge
/0/100/7                       bridge     82371AB/EB/MB PIIX4 ISA
/0/100/7/0                     system     PnP device PNP0c02
/0/100/7/1                     system     PnP device PNP0b00
/0/100/7/2                     input      PnP device PNP0303
/0/100/7/3                     generic    PnP device VMW0003
/0/100/7/4                     system     PnP device PNP0103
/0/100/7/5                     system     PnP device PNP0c02
/0/100/7.1                     storage    82371AB/EB/MB PIIX4 IDE
/0/100/7.3                     bridge     82371AB/EB/MB PIIX4 ACPI
/0/100/7.7                     generic    Virtual Machine Communication Interface
/0/100/f           /dev/fb0    display    SVGA II Adapter
/0/100/10          scsi32      storage    53c1030 PCI-X Fusion-MPT Dual Ultra320 SCSI
/0/100/10/0.0.0    /dev/sda    disk       85GB Virtual disk
/0/100/10/0.0.0/1  /dev/sda1   volume     1023KiB BIOS Boot partition
/0/100/10/0.0.0/2  /dev/sda2   volume     500MiB EXT4 volume
/0/100/10/0.0.0/3  /dev/sda3   volume     1023MiB Linux swap volume
/0/100/10/0.0.0/4  /dev/sda4   volume     78GiB EXT4 volume
/0/100/11                      bridge     PCI bridge
/0/100/11/0        scsi2       storage    SATA AHCI controller
/0/100/11/0/0.0.0  /dev/cdrom  disk       VMware SATA CD00
/0/100/15                      bridge     PCI Express Root Port
/0/100/15/0        ens160      network    VMXNET3 Ethernet Controller
/0/100/15.1                    bridge     PCI Express Root Port
/0/100/15.2                    bridge     PCI Express Root Port
/0/100/15.3                    bridge     PCI Express Root Port
/0/100/15.4                    bridge     PCI Express Root Port
/0/100/15.5                    bridge     PCI Express Root Port
/0/100/15.6                    bridge     PCI Express Root Port
/0/100/15.7                    bridge     PCI Express Root Port
/0/100/16                      bridge     PCI Express Root Port
/0/100/16.1                    bridge     PCI Express Root Port
/0/100/16.2                    bridge     PCI Express Root Port
/0/100/16.3                    bridge     PCI Express Root Port
/0/100/16.4                    bridge     PCI Express Root Port
/0/100/16.5                    bridge     PCI Express Root Port
/0/100/16.6                    bridge     PCI Express Root Port
/0/100/16.7                    bridge     PCI Express Root Port
/0/100/17                      bridge     PCI Express Root Port
/0/100/17.1                    bridge     PCI Express Root Port
/0/100/17.2                    bridge     PCI Express Root Port
/0/100/17.3                    bridge     PCI Express Root Port
/0/100/17.4                    bridge     PCI Express Root Port
/0/100/17.5                    bridge     PCI Express Root Port
/0/100/17.6                    bridge     PCI Express Root Port
/0/100/17.7                    bridge     PCI Express Root Port
/0/100/18                      bridge     PCI Express Root Port
/0/100/18.1                    bridge     PCI Express Root Port
/0/100/18.2                    bridge     PCI Express Root Port
/0/100/18.3                    bridge     PCI Express Root Port
/0/100/18.4                    bridge     PCI Express Root Port
/0/100/18.5                    bridge     PCI Express Root Port
/0/100/18.6                    bridge     PCI Express Root Port
/0/100/18.7                    bridge     PCI Express Root Port
/1                             system     
/2                 input0      input      Power Button
/3                 input1      input      AT Translated Set 2 keyboard
/4                 input3      input      VirtualPS/2 VMware VMMouse
/5                 input4      input      VirtualPS/2 VMware VMMouse
